Player;Role;Team;Opponent Team;Opponent Player;Date;Round;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Nisqy;MID;SK;TH;Zwyroo;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;2;Blue;00:30:49;Varus;Aurelion_Sol;Sejuani;Maokai;Taliyah;Azir;Loss;4;4;2;0;16;1;4;1;0.5;278;19;0;9;10565;343;20.5;33;19;11;8;8;1.07;0.62;0.26;0.36;13;22622;706;21793;123;734;34.1;0.06;50;0;0;0;0;0;-193;-1;-104;0;0;777;777;1154;0;10495;0;32;610;14004;96;11;25;0;100
Exakick;ADCARRY;SK;TH;Flakked;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;2;Blue;00:30:49;Alistar;Sylas;Taliyah;Bard;Xayah;Zeri;Loss;4;4;2;0;15;1;3;3;1.3;320;27;0;10.4;12872;418;25;25;14;6;7;6;0.81;0.45;0.23;0.19;9.9;13973;13596;51;326;453;21.1;0.13;100;0;0;0;0;0;528;11;-56;0;0;4850;4850;3231;0;9934;0;9;70;12084;90;9;27;0;350
Doss;SUPPORT;SK;TH;Trymbi;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;2;Blue;00:30:49;Renata_Glasc;Jayce;Renekton;RekSai;Rakan;Bard;Loss;4;4;2;0;10;0;2;4;2;34;0;0;1.1;6456;209;12.5;112;74;16;18;17;3.63;2.4;0.58;0.52;44.3;3634;573;2515;546;118;5.5;0.13;100;0;0;0;0;0;134;11;14;0;0;1272;1272;3467;868;13654;2077;9;20;10477;64;21;35;0;0
Wunder;TOP;TH;SK;Irrelevant;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;2;Red;00:30:49;Kalista;Neeko;Azir;Rakan;RekSai;Renekton;Win;15;10;3;1;17;4;1;7;11;242;0;0;7.9;13101;425;21.6;37;14;8;3;3;1.2;0.45;0.1;0.26;10.5;21833;14671;6631;531;708;30.2;0.36;73.3;0;0;0;0;0;-713;-24;-78;0;0;4404;4404;25746;0;41833;0;39;171;37765;35;5;22;300;0
Jankos;JUNGLE;TH;SK;Isma;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;2;Red;00:30:49;Rell;Nautilus;Zeri;Xayah;Maokai;Sejuani;Win;15;10;3;1;14;0;2;13;6.5;129;107;0;4.2;9052;294;14.9;53;10;15;7;6;1.72;0.32;0.23;0.49;15.1;9662;709;7448;1505;314;13.4;0.42;86.7;0;0;0;0;0;-344;-18;-123;-1;0;62;62;15122;0;22933;0;44;408;24405;36;8;24;0;0
Zwyroo;MID;TH;SK;Nisqy;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;2;Red;00:30:49;Aurelion_Sol;Varus;Maokai;Sejuani;Azir;Taliyah;Win;15;10;3;1;16;1;1;9;10;292;4;0;9.5;12883;418;21.2;37;12;15;6;6;1.2;0.39;0.19;0.49;10.5;12901;572;12139;190;419;17.9;0.32;66.7;0;0;0;0;0;193;1;104;0;0;9172;9172;6302;1414;11879;0;9;176;14754;45;10;23;350;50
Flakked;ADCARRY;TH;SK;Exakick;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;2;Red;00:30:49;Sylas;Alistar;Bard;Taliyah;Zeri;Xayah;Win;15;10;3;1;17;9;0;5;Perfect_KDA;344;39;0;11.2;17136;556;28.3;48;13;22;3;3;1.56;0.42;0.1;0.71;13.7;21553;15163;5994;396;699;29.8;0.45;93.3;0;2;0;0;0;-528;-11;56;0;0;13290;13290;2444;0;11749;0;4;123;8393;0;5;25;150;0
Trymbi;SUPPORT;TH;SK;Doss;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;2;Red;00:30:49;Jayce;Renata_Glasc;RekSai;Renekton;Bard;Rakan;Win;15;10;3;1;13;1;0;11;Perfect_KDA;42;0;0;1.4;8471;275;14;176;86;31;8;6;5.71;2.79;0.26;1.01;50.1;6303;1974;4088;241;205;8.7;0.39;80;0;0;0;0;0;-134;-11;-14;0;0;460;460;5308;3185;7531;644;27;129;8312;0;10;27;0;0
Irrelevant;TOP;SK;TH;Wunder;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;3;Blue;00:27:39;Neeko;Kalista;Maokai;Azir;Renekton;KSante;Loss;2;2;1;0;15;1;3;0;0.3;250;0;0;9;10256;371;23.9;16;9;3;2;2;0.58;0.33;0.07;0.11;9.6;9638;8434;1204;0;349;21.4;0.04;50;1;0;0;0;0;681;10;-102;0;0;3700;3700;5650;0;17024;0;17;31;23023;62;3;20;0;50
Isma;JUNGLE;SK;TH;Jankos;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;3;Blue;00:27:39;Nautilus;Rell;Lucian;Jinx;Maokai;Sejuani;Loss;2;2;1;0;12;1;3;0;0.3;150;139;0;5.4;7748;280;18;28;8;6;6;5;1.01;0.29;0.22;0.22;16.9;6083;184;4802;1097;220;13.5;0.04;50;0;0;0;0;0;124;2;-543;-1;0;2097;2097;13243;0;25551;0;32;592;25624;54;7;19;0;0
Nisqy;MID;SK;TH;Zwyroo;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;3;Blue;00:27:39;Varus;Zeri;Nami;Sejuani;Corki;Azir;Loss;2;2;1;0;14;0;3;1;0.3;245;18;0;8.9;9648;349;22.4;28;14;6;5;5;1.01;0.51;0.18;0.22;16.9;15188;1846;12707;635;549;33.8;0.04;50;0;0;0;0;0;-597;-4;-421;0;0;2391;2391;2124;0;9171;0;0;16;14714;74;6;21;0;100
Exakick;ADCARRY;SK;TH;Flakked;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;3;Blue;00:27:39;RekSai;Jayce;Renekton;Milio;Lucian;Jinx;Loss;2;2;1;0;13;0;3;1;0.3;253;0;0;9.2;9899;358;23;41;13;15;5;4;1.48;0.47;0.18;0.54;24.7;8758;4871;3572;315;317;19.5;0.04;50;0;0;0;0;0;-83;6;-87;-1;0;865;865;1191;0;6031;0;0;0;12183;46;6;19;0;0
Doss;SUPPORT;SK;TH;Trymbi;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;3;Blue;00:27:39;Thresh;Aurelion_Sol;Corki;KSante;Nami;Milio;Loss;2;2;1;0;11;0;0;1;Perfect_KDA;17;4;0;0.6;5450;197;12.7;53;36;3;8;6;1.92;1.3;0.29;0.11;31.9;5269;508;4701;60;191;11.7;0.04;50;0;0;0;0;0;-156;-5;296;1;0;92;92;5042;4055;2262;1217;20;123;4826;0;10;21;0;0
Wunder;TOP;TH;SK;Irrelevant;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;3;Red;00:27:39;Kalista;Neeko;Azir;Maokai;KSante;Renekton;Win;12;9;2;1;17;3;0;7;Perfect_KDA;261;0;0;9.4;12092;437;22.6;23;11;4;1;1;0.83;0.4;0.04;0.14;10.3;15031;12038;2143;850;544;27.5;0.36;83.3;0;1;0;0;0;-681;-10;102;0;0;2252;2252;2761;0;29682;306;29;1263;17360;0;2;20;50;0
Jankos;JUNGLE;TH;SK;Isma;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;3;Red;00:27:39;Rell;Nautilus;Jinx;Lucian;Sejuani;Maokai;Win;12;9;2;1;14;0;1;11;11;162;146;0;5.9;9142;331;17.1;39;8;7;6;6;1.41;0.29;0.22;0.25;17.4;5016;1955;2547;514;181;9.2;0.4;91.7;0;0;0;0;0;-124;-2;543;1;0;716;716;12823;592;30810;0;16;343;24951;21;7;22;0;0
Zwyroo;MID;TH;SK;Nisqy;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;3;Red;00:27:39;Zeri;Varus;Sejuani;Nami;Azir;Corki;Win;12;9;2;1;17;6;0;5;Perfect_KDA;296;12;0;10.7;14022;507;26.2;53;18;13;3;3;1.92;0.65;0.11;0.47;23.7;16017;308;15481;228;579;29.3;0.4;91.7;0;2;0;0;0;597;4;421;0;0;14985;14985;1437;0;6583;0;5;114;10327;0;6;21;0;0
Flakked;ADCARRY;TH;SK;Exakick;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;3;Red;00:27:39;Jayce;RekSai;Milio;Renekton;Jinx;Lucian;Win;12;9;2;1;13;3;0;7;Perfect_KDA;246;12;0;8.9;11505;416;21.5;43;15;12;5;5;1.56;0.54;0.18;0.43;19.2;16080;14359;666;1055;582;29.4;0.36;83.3;0;0;0;0;0;83;-6;87;1;0;3167;3167;3853;0;6929;0;7;101;11428;0;6;21;100;0
Trymbi;SUPPORT;TH;SK;Doss;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;3;Red;00:27:39;Aurelion_Sol;Thresh;KSante;Corki;Milio;Nami;Win;12;9;2;1;12;0;1;11;11;17;0;0;0.6;6751;244;12.6;66;35;3;8;7;2.39;1.27;0.29;0.11;29.5;2564;828;1723;13;93;4.7;0.4;91.7;0;0;0;0;0;156;5;-296;-1;0;372;372;12103;9991;3632;6184;6;45;8238;27;10;24;0;0
Odoamne;TOP;GX;MDK;Myrwn;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;4;Blue;00:31:29;Vi;Kalista;Rell;Zeri;RekSai;Aatrox;Win;21;10;3;1;17;1;0;10;Perfect_KDA;254;0;0;8.1;12081;384;19.3;35;9;9;4;3;1.11;0.29;0.13;0.29;11.4;19250;10410;8374;466;611;21.9;0.35;52.4;0;0;0;0;0;-103;6;819;1;0;5408;5408;28006;0;48613;0;24;172;39830;0;5;22;0;0
Peach;JUNGLE;GX;MDK;Elyoya;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;4;Blue;00:31:29;Renata_Glasc;Rumble;Jinx;Rakan;Rell;Jarvan_IV;Win;21;10;3;1;15;1;2;17;9;178;150;0;5.7;10751;341;17.2;68;11;22;9;9;2.16;0.35;0.29;0.7;22.1;7529;995;6176;358;239;8.6;0.57;85.7;0;0;0;0;0;954;12;745;1;0;1892;1892;11432;1307;51191;1019;36;310;23128;93;10;24;0;0
Jackies;MID;GX;MDK;Fresskowy;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;4;Blue;00:31:29;Ivern;Varus;Nautilus;Azir;Sylas;Azir;Win;21;10;3;1;16;9;3;5;4.7;274;16;0;8.7;15008;477;24;51;17;10;4;3;1.62;0.54;0.13;0.32;16.6;22293;34;22237;22;708;25.4;0.44;66.7;2;2;0;0;0;229;-8;173;0;0;6957;6957;4329;975;13674;0;13;352;22651;104;6;23;0;950
Patrik;ADCARRY;GX;MDK;Supa;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;4;Blue;00:31:29;Twisted_Fate;Yone;Sylas;Jarvan_IV;Jinx;Zeri;Win;21;10;3;1;16;7;0;10;Perfect_KDA;333;40;0;10.6;15951;507;25.5;29;14;5;4;4;0.92;0.44;0.13;0.16;9.4;32222;29697;2086;439;1023;36.7;0.54;81;0;1;0;0;0;1034;10;985;1;0;10533;10533;6850;0;8816;0;19;137;12368;0;5;19;50;0
IgNar;SUPPORT;GX;MDK;Alvaro;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;4;Blue;00:31:29;Volibear;Neeko;RekSai;Aatrox;Nautilus;Rakan;Win;21;10;3;1;13;3;1;15;18;35;0;0;1.1;8838;281;14.1;124;59;14;16;16;3.94;1.87;0.51;0.44;40.4;6512;1327;4199;986;207;7.4;0.57;85.7;0;0;0;0;0;318;0;251;0;0;470;470;831;474;14619;2220;45;240;7143;12;18;34;0;0
Myrwn;TOP;MDK;GX;Odoamne;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;4;Red;00:31:29;Kalista;Vi;Zeri;Rell;Aatrox;RekSai;Loss;6;0;1;0;15;2;5;1;0.6;220;4;0;7;9896;314;19.6;21;12;3;2;2;0.67;0.38;0.06;0.1;9.1;22407;18271;3504;632;712;31.2;0.1;50;0;0;0;0;0;103;-6;-819;-1;0;0;0;8679;0;26611;0;30;138;34671;161;3;25;0;0
Elyoya;JUNGLE;MDK;GX;Peach;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;4;Red;00:31:29;Rumble;Renata_Glasc;Rakan;Jinx;Jarvan_IV;Rell;Loss;6;0;1;0;13;0;6;5;0.8;142;121;0;4.5;8468;269;16.8;43;11;14;10;8;1.37;0.35;0.32;0.44;18.6;7055;5828;511;716;224;9.8;0.16;83.3;0;0;0;0;0;-954;-12;-745;-1;0;2099;2099;9279;0;30400;0;19;503;27228;166;11;25;0;0
Fresskowy;MID;MDK;GX;Jackies;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;4;Red;00:31:29;Varus;Ivern;Azir;Nautilus;Azir;Sylas;Loss;6;0;1;0;16;1;2;5;3;283;4;0;9;11778;374;23.4;38;16;7;6;6;1.21;0.51;0.19;0.22;16.5;25677;339;24897;441;816;35.8;0.19;100;0;0;0;0;0;-229;8;-173;0;0;0;0;3291;0;8037;0;11;175;16035;92;9;26;700;0
Supa;ADCARRY;MDK;GX;Patrik;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;4;Red;00:31:29;Yone;Twisted_Fate;Jarvan_IV;Sylas;Zeri;Jinx;Loss;6;0;1;0;15;3;3;3;2;326;8;0;10.4;13557;431;26.9;24;7;7;0;0;0.76;0.22;0;0.22;10.4;12954;8663;3924;367;411;18;0.19;100;0;0;0;0;0;-1034;-10;-985;-1;0;610;610;1816;0;7933;0;5;111;11127;113;1;23;250;50
Alvaro;SUPPORT;MDK;GX;IgNar;02.04.2024;1;4;v14.6;Spring_Playoffs_24;1;3;3;4;Red;00:31:29;Neeko;Volibear;Aatrox;RekSai;Rakan;Nautilus;Loss;6;0;1;0;12;0;5;6;1.2;39;0;0;1.2;6717;213;13.3;105;63;14;17;17;3.34;2;0.54;0.44;45.5;3714;641;2143;930;118;5.2;0.19;100;0;0;0;0;0;-318;0;-251;0;0;0;0;4123;1208;20525;2437;27;82;17241;79;19;33;0;0
Odoamne;TOP;GX;MDK;Myrwn;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;5;Blue;00:26:56;Renata_Glasc;Rumble;Rakan;Zeri;Renekton;Gnar;Loss;2;3;0;0;14;1;4;1;0.5;211;8;0;7.8;9547;354;21.6;26;9;6;5;3;0.97;0.33;0.19;0.22;12.7;7968;6914;1024;30;296;21.3;0.07;100;1;0;0;0;0;1160;24;706;1;0;2794;2794;5589;0;24311;0;10;23;26647;108;6;24;0;50
Peach;JUNGLE;GX;MDK;Elyoya;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;5;Blue;00:26:56;Vi;Varus;Maokai;Sejuani;Maokai;Sejuani;Loss;2;3;0;0;11;0;3;1;0.3;127;110;0;4.7;7032;261;15.9;27;7;6;5;5;1;0.26;0.19;0.22;13.2;6369;353;5171;845;236;17;0.04;50;0;0;0;0;0;-178;2;-517;0;0;0;0;13631;0;22400;0;36;468;28717;106;6;18;0;0
Jackies;MID;GX;MDK;Fresskowy;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;5;Blue;00:26:56;Kalista;Rell;Jinx;Nautilus;Azir;Ahri;Loss;2;3;0;0;16;1;3;0;0.3;294;8;0;10.9;11708;435;26.5;37;13;8;4;4;1.37;0.48;0.15;0.3;18.1;14237;0;13927;310;529;38;0.04;50;0;0;0;0;0;-301;1;-1000;0;0;6581;6581;2497;0;7841;0;5;120;12149;61;6;22;0;150
Patrik;ADCARRY;GX;MDK;Supa;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;5;Blue;00:26:56;Twisted_Fate;RekSai;Azir;Ahri;Jinx;Zeri;Loss;2;3;0;0;13;0;2;1;0.5;263;7;0;9.8;9911;368;22.4;14;8;1;2;2;0.52;0.3;0.07;0.04;6.9;6694;6146;451;97;249;17.9;0.04;50;0;0;0;0;0;-1944;-15;-876;-1;0;1621;1621;2247;0;5067;0;10;74;11103;36;3;21;0;50
IgNar;SUPPORT;GX;MDK;Alvaro;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;5;Blue;00:26:56;Orianna;Jayce;Renekton;Gnar;Rakan;Nautilus;Loss;2;3;0;0;11;0;1;1;1;40;0;0;1.5;6040;224;13.7;100;66;14;14;11;3.71;2.45;0.52;0.52;49;2185;245;1600;340;81;5.8;0.04;50;0;0;0;0;0;-144;8;-154;0;0;520;520;3790;1345;11491;2470;11;31;8813;10;16;27;0;0
Myrwn;TOP;MDK;GX;Odoamne;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;5;Red;00:26:56;Rumble;Renata_Glasc;Zeri;Rakan;Gnar;Renekton;Win;13;10;4;1;15;0;1;3;3;225;8;0;8.4;10629;395;20;20;9;7;0;0;0.74;0.33;0;0.26;9;14231;12593;1446;192;528;22.2;0.11;23.1;0;0;0;0;0;-1160;-24;-706;-1;0;4375;4375;4039;0;14406;0;25;491;14798;12;1;17;0;0
Elyoya;JUNGLE;MDK;GX;Peach;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;5;Red;00:26:56;Varus;Vi;Sejuani;Maokai;Sejuani;Maokai;Win;13;10;4;1;13;1;0;10;Perfect_KDA;138;125;0;5.1;8660;322;16.3;43;13;10;11;11;1.6;0.48;0.41;0.37;19.4;5660;3037;2360;263;210;8.8;0.41;84.6;0;0;0;0;0;178;-2;517;0;0;998;998;13191;449;30968;0;20;273;20309;0;12;23;0;0
Fresskowy;MID;MDK;GX;Jackies;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;5;Red;00:26:56;Rell;Kalista;Nautilus;Jinx;Ahri;Azir;Win;13;10;4;1;15;3;0;7;Perfect_KDA;222;0;0;8.2;11266;418;21.2;33;8;10;5;5;1.23;0.3;0.19;0.37;14.9;17218;816;11601;4801;639;26.8;0.37;76.9;1;1;0;0;0;301;-1;1000;0;0;6483;6483;4449;454;5089;0;12;37;8751;0;8;24;50;0
Supa;ADCARRY;MDK;GX;Patrik;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;5;Red;00:26:56;RekSai;Twisted_Fate;Ahri;Azir;Zeri;Jinx;Win;13;10;4;1;16;8;0;2;Perfect_KDA;331;32;0;12.3;15442;573;29;37;8;15;2;2;1.37;0.3;0.07;0.56;16.7;21719;12773;7692;1254;806;33.8;0.37;76.9;0;0;1;0;0;1944;15;876;1;0;11755;11755;2372;0;8601;0;6;112;6614;0;3;18;200;0
Alvaro;SUPPORT;MDK;GX;IgNar;02.04.2024;1;4;v14.6;Spring_Playoffs_24;2;3;3;5;Red;00:26:56;Jayce;Orianna;Gnar;Renekton;Nautilus;Rakan;Win;13;10;4;1;11;1;1;10;11;27;0;0;1;7218;268;13.6;89;48;12;10;10;3.3;1.78;0.37;0.45;40.1;5360;1512;3048;800;199;8.4;0.41;84.6;0;0;0;0;0;144;-8;154;0;0;2889;2889;1635;168;22116;1293;39;170;10186;35;12;27;0;0
Myrwn;TOP;MDK;GX;Odoamne;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;6;Blue;00:36:10;Rumble;Vi;Rell;Sejuani;Twisted_Fate;Jayce;Win;18;10;2;1;17;6;1;8;14;273;14;0;7.5;16170;447;23;55;12;20;4;4;1.52;0.33;0.11;0.55;16.3;17751;7338;9527;886;491;17.4;0.39;77.8;0;1;0;0;0;512;-4;320;0;0;7838;7838;6875;0;16013;0;39;295;16719;32;6;31;150;0
Elyoya;JUNGLE;MDK;GX;Peach;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;6;Blue;00:36:10;Varus;Kalista;Sivir;Zeri;Rell;Sejuani;Win;18;10;2;1;15;1;1;17;18;152;136;0;4.2;10956;303;15.6;62;15;14;16;15;1.71;0.41;0.44;0.39;18.4;3700;666;2631;403;102;3.6;0.5;100;0;0;0;0;0;-79;-11;-541;0;0;3765;3765;12025;1080;61983;0;25;298;23923;26;18;32;0;0
Fresskowy;MID;MDK;GX;Jackies;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;6;Blue;00:36:10;Xayah;Jinx;Ahri;Alistar;Ahri;Azir;Win;18;10;2;1;18;5;1;10;15;317;5;0;8.8;16052;444;22.9;54;15;13;11;9;1.49;0.41;0.3;0.36;16;22534;1011;15625;5898;623;22.1;0.41;83.3;0;1;0;0;0;457;13;70;0;0;3495;3495;9575;1582;11649;0;11;107;20317;38;14;34;750;150
Supa;ADCARRY;MDK;GX;Patrik;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;6;Blue;00:36:10;Sylas;Renata_Glasc;Braum;Azir;Sivir;Zeri;Win;18;10;2;1;18;6;1;8;14;391;49;0;10.8;17701;489;25.2;40;10;11;1;1;1.11;0.28;0.03;0.3;11.9;47717;46083;251;1383;1319;46.7;0.39;77.8;0;2;0;0;0;-501;-27;-653;-1;0;8848;8848;10702;0;9913;0;0;37;19617;33;3;25;100;0
Alvaro;SUPPORT;MDK;GX;IgNar;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;6;Blue;00:36:10;Yone;Rakan;Twisted_Fate;Jayce;Braum;Alistar;Win;18;10;2;1;14;0;3;16;5.3;27;0;0;0.7;9320;258;13.3;126;71;10;16;16;3.48;1.96;0.44;0.28;37.4;10491;1254;7822;1415;290;10.3;0.44;88.9;0;0;0;0;0;473;2;-214;0;0;2033;2033;6690;1048;24552;1528;43;205;24360;43;19;37;0;0
Odoamne;TOP;GX;MDK;Myrwn;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;6;Red;00:36:10;Vi;Rumble;Sejuani;Rell;Jayce;Twisted_Fate;Loss;7;4;3;1;16;1;5;4;1;275;20;0;7.6;12391;343;20.5;38;16;9;5;5;1.05;0.44;0.14;0.25;11.5;21097;16841;3618;638;583;25.5;0.14;71.4;0;0;0;0;0;-512;4;-320;0;0;3570;3570;3683;0;22365;0;9;209;25207;189;7;25;0;100
Peach;JUNGLE;GX;MDK;Elyoya;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;6;Red;00:36:10;Kalista;Varus;Zeri;Sivir;Sejuani;Rell;Loss;7;4;3;1;15;1;5;5;1.2;194;161;0;5.4;11011;304;18.2;78;17;21;14;12;2.16;0.47;0.39;0.58;23.6;8739;4109;3969;661;242;10.6;0.17;85.7;0;0;0;0;0;79;11;541;0;0;87;87;19122;877;55920;0;21;372;50046;145;16;29;150;0
Jackies;MID;GX;MDK;Fresskowy;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;6;Red;00:36:10;Jinx;Xayah;Alistar;Ahri;Azir;Ahri;Loss;7;4;3;1;18;0;2;3;1.5;317;15;0;8.8;13178;364;21.8;34;13;9;5;3;0.94;0.36;0.14;0.25;10.3;31156;200;29715;1241;861;37.6;0.08;42.9;0;0;0;0;0;-457;-13;-70;0;0;3188;3188;1845;0;17288;0;12;250;18625;56;9;26;0;100
Patrik;ADCARRY;GX;MDK;Supa;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;6;Red;00:36:10;Renata_Glasc;Sylas;Azir;Braum;Zeri;Sivir;Loss;7;4;3;1;16;5;3;1;2;364;21;0;10.1;16065;444;26.6;49;14;14;5;4;1.35;0.39;0.14;0.39;14.8;18142;12384;5214;544;502;21.9;0.17;85.7;0;1;0;0;0;501;27;653;1;0;4742;4742;6636;0;14805;0;2;121;24484;97;7;23;0;800
IgNar;SUPPORT;GX;MDK;Alvaro;02.04.2024;1;4;v14.6;Spring_Playoffs_24;3;3;3;6;Red;00:36:10;Rakan;Yone;Jayce;Twisted_Fate;Alistar;Braum;Loss;7;4;3;1;11;0;3;6;2;28;0;0;0.8;7753;214;12.8;132;83;12;28;23;3.65;2.29;0.77;0.33;39.9;3680;332;2449;899;102;4.4;0.17;85.7;0;0;0;0;0;-473;-2;214;0;0;66;66;7149;3919;24248;1907;32;66;17305;75;31;48;0;0
Oscarinin;TOP;FNC;TH;Wunder;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;1;Blue;00:26:46;Neeko;Ashe;Orianna;RekSai;Udyr;RekSai;Loss;6;1;2;0;15;2;4;2;1;224;1;0;8.4;9407;351;21.9;16;7;6;3;3;0.6;0.26;0.11;0.22;9.5;19355;6472;12883;0;723;35.5;0.15;66.7;1;0;0;0;0;-398;-2;781;0;0;2445;2445;8841;0;53561;0;38;2058;29536;88;5;20;0;50
Razork;JUNGLE;FNC;TH;Jankos;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;1;Blue;00:26:46;Twisted_Fate;Rell;Jinx;Zeri;Sejuani;Jarvan_IV;Loss;6;1;2;0;12;0;2;5;2.5;148;125;0;5.5;7573;283;17.6;35;8;14;7;5;1.31;0.3;0.26;0.52;20.8;5639;3562;1965;112;211;10.4;0.19;83.3;0;0;0;0;0;-580;4;-145;0;0;0;0;10545;793;23458;0;12;297;19842;20;8;23;0;0
Humanoid;MID;FNC;TH;Zwyroo;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;1;Blue;00:26:46;Azir;Kalista;Nautilus;Jarvan_IV;Orianna;Ahri;Loss;6;1;2;0;16;3;2;1;2;278;12;0;10.4;11230;420;26.1;13;8;3;1;0;0.49;0.3;0.04;0.11;7.7;17639;1056;16135;448;659;32.4;0.15;66.7;0;0;0;0;0;-755;13;353;0;0;641;641;498;0;8442;903;18;293;9204;83;3;18;300;400
Noah;ADCARRY;FNC;TH;Flakked;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;1;Blue;00:26:46;Braum;Poppy;Udyr;Ahri;Jinx;Zeri;Loss;6;1;2;0;12;1;3;1;0.7;255;8;0;9.5;9344;349;21.8;29;10;10;5;4;1.08;0.37;0.19;0.37;17.3;9222;8596;512;114;345;16.9;0.07;33.3;0;0;0;0;0;-340;5;-594;0;0;0;0;1948;0;4426;0;7;94;9181;73;6;19;0;50
Jun;SUPPORT;FNC;TH;Trymbi;06.04.2024;2;5;v14.6;Spring_Playoffs_24;1;3;3;1;Blue;00:26:46;Rakan;Vi;Sejuani;Renata_Glasc;Nautilus;Renata_Glasc;Loss;6;1;2;0;10;0;3;2;0.7;27;0;0;1;5398;202;12.6;75;42;8;12;10;2.8;1.57;0.45;0.3;44.6;2603;540;1815;248;97;4.8;0.07;33.3;0;0;0;0;0;-184;2;-218;0;0;0;0;19;0;11071;0;20;153;8561;63;14;27;0;0
